Time,Value
3.495,1.172
3.496,1.170
3.497,1.169
3.498,1.167
3.499,1.165
3.500,1.163
3.501,1.161
3.502,1.159
3.503,1.157
3.504,1.155
3.505,1.154
3.506,1.152
3.507,1.150
3.508,1.148
3.509,1.146
3.510,1.144
3.511,1.142
3.512,1.140
3.513,1.139
3.514,1.137
3.515,1.135
3.516,1.133
3.517,1.131
3.518,1.129
3.519,1.127
3.520,1.126
3.521,1.124
3.522,1.122
3.523,1.120
3.524,1.118
3.525,1.116
3.526,1.114
3.527,1.112
3.528,1.111
3.529,1.109
3.530,1.107
3.531,1.105
3.532,1.103
3.533,1.101
3.534,1.100
3.535,1.098
3.536,1.096
3.537,1.094
3.538,1.092
3.539,1.090
3.540,1.088
3.541,1.087
3.542,1.085
3.543,1.083
3.544,1.081
3.545,1.079
3.546,1.077
3.547,1.076
3.548,1.074
3.549,1.072
3.550,1.070
3.551,1.068
3.552,1.066
3.553,1.064
3.554,1.063
3.555,1.061
3.556,1.059
3.557,1.057
3.558,1.055
3.559,1.053
3.560,1.052
3.561,1.050
3.562,1.048
3.563,1.046
3.564,1.044
3.565,1.043
3.566,1.041
3.567,1.039
3.568,1.037
3.569,1.035
3.570,1.033
3.571,1.032
3.572,1.030
3.573,1.028
3.574,1.026
3.575,1.024
3.576,1.022
3.577,1.021
3.578,1.019
3.579,1.017
3.580,1.015
3.581,1.013
3.582,1.012
3.583,1.010
3.584,1.008
3.585,1.006
3.586,1.004
3.587,1.003
3.588,1.001
3.589,0.999
3.590,0.997
3.591,0.995
3.592,0.993
3.593,0.992
3.594,0.990
3.595,0.988
3.596,0.986
3.597,0.984
3.598,0.983
3.599,0.981
3.600,0.979
3.601,0.977
3.602,0.975
3.603,0.974
3.604,0.972
3.605,0.970
3.606,0.968
3.607,0.966
3.608,0.965
3.609,0.963
3.610,0.961
3.611,0.959
3.612,0.958
3.613,0.956
3.614,0.954
3.615,0.952
3.616,0.950
3.617,0.949
3.618,0.947
3.619,0.945
3.620,0.943
3.621,0.941
3.622,0.940
3.623,0.938
3.624,0.936
3.625,0.934
3.626,0.933
3.627,0.931
3.628,0.929
3.629,0.927
3.630,0.925
3.631,0.924
3.632,0.922
3.633,0.920
3.634,0.918
3.635,0.917
3.636,0.915
3.637,0.913
3.638,0.911
3.639,0.909
3.640,0.908
3.641,0.906
3.642,0.904
3.643,0.902
3.644,0.901
3.645,0.899
3.646,0.897
3.647,0.895
3.648,0.894
3.649,0.892
3.650,0.890
3.651,0.888
3.652,0.886
3.653,0.885
3.654,0.883
3.655,0.881
3.656,0.879
3.657,0.878
3.658,0.876
3.659,0.874
3.660,0.872
3.661,0.871
3.662,0.869
3.663,0.867
3.664,0.865
3.665,0.864
3.666,0.862
3.667,0.860
3.668,0.858
3.669,0.857
3.670,0.855
3.671,0.853
3.672,0.851
3.673,0.850
3.674,0.848
3.675,0.846
3.676,0.844
3.677,0.843
3.678,0.841
3.679,0.839
3.680,0.837
3.681,0.836
3.682,0.834
3.683,0.832
3.684,0.830
3.685,0.829
3.686,0.827
3.687,0.825
3.688,0.823
3.689,0.822
3.690,0.820
3.691,0.818
3.692,0.817
3.693,0.815
3.694,0.813
3.695,0.811
3.696,0.810
3.697,0.808
3.698,0.806
3.699,0.804
3.700,0.803
3.701,0.801
3.702,0.799
3.703,0.797
3.704,0.796
3.705,0.794
3.706,0.792
3.707,0.791
3.708,0.789
3.709,0.787
3.710,0.785
3.711,0.784
3.712,0.782
3.713,0.780
3.714,0.779
3.715,0.777
3.716,0.775
3.717,0.773
3.718,0.772
3.719,0.770
3.720,0.768
3.721,0.766
3.722,0.765
3.723,0.763
3.724,0.761
3.725,0.760
3.726,0.758
3.727,0.756
3.728,0.755
3.729,0.753
3.730,0.751
3.731,0.749
3.732,0.748
3.733,0.746
3.734,0.744
3.735,0.743
3.736,0.741
3.737,0.739
3.738,0.737
3.739,0.736
3.740,0.734
3.741,0.732
3.742,0.731
3.743,0.729
3.744,0.727
3.745,0.726
3.746,0.724
3.747,0.722
3.748,0.720
3.749,0.719
3.750,0.717
3.751,0.715
3.752,0.714
3.753,0.712
3.754,0.710
3.755,0.709
3.756,0.707
3.757,0.705
3.758,0.703
3.759,0.702
3.760,0.700
3.761,0.698
3.762,0.697
3.763,0.695
3.764,0.693
3.765,0.692
3.766,0.690
3.767,0.688
3.768,0.687
3.769,0.685
3.770,0.683
3.771,0.682
3.772,0.680
3.773,0.678
3.774,0.676
3.775,0.675
3.776,0.673
3.777,0.671
3.778,0.670
3.779,0.668
3.780,0.666
3.781,0.665
3.782,0.663
3.783,0.661
3.784,0.660
3.785,0.658
3.786,0.656
3.787,0.655
3.788,0.653
3.789,0.651
3.790,0.650
3.791,0.648
3.792,0.646
3.793,0.645
3.794,0.643
3.795,0.641
3.796,0.640
3.797,0.638
3.798,0.636
3.799,0.635
3.800,0.633
3.801,0.631
3.802,0.630
3.803,0.628
3.804,0.626
3.805,0.625
3.806,0.623
3.807,0.621
3.808,0.620
3.809,0.618
3.810,0.616
3.811,0.615
3.812,0.613
3.813,0.611
3.814,0.610
3.815,0.608
3.816,0.606
3.817,0.605
3.818,0.603
3.819,0.601
3.820,0.600
3.821,0.598
3.822,0.596
3.823,0.595
3.824,0.593
3.825,0.591
3.826,0.590
3.827,0.588
3.828,0.586
3.829,0.585
3.830,0.583
3.831,0.582
3.832,0.580
3.833,0.578
3.834,0.577
3.835,0.575
3.836,0.573
3.837,0.572
3.838,0.570
3.839,0.568
3.840,0.567
3.841,0.565
3.842,0.563
3.843,0.562
3.844,0.560
3.845,0.559
3.846,0.557
3.847,0.555
3.848,0.554
3.849,0.552
3.850,0.550
3.851,0.549
3.852,0.547
3.853,0.545
3.854,0.544
3.855,0.542
3.856,0.540
3.857,0.539
3.858,0.537
3.859,0.536
3.860,0.534
3.861,0.532
3.862,0.531
3.863,0.529
3.864,0.527
3.865,0.526
3.866,0.524
3.867,0.523
3.868,0.521
3.869,0.519
3.870,0.518
3.871,0.516
3.872,0.514
3.873,0.513
3.874,0.511
3.875,0.510
3.876,0.508
3.877,0.506
3.878,0.505
3.879,0.503
3.880,0.501
3.881,0.500
3.882,0.498
3.883,0.497
3.884,0.495
3.885,0.493
3.886,0.492
3.887,0.490
3.888,0.488
3.889,0.487
3.890,0.485
3.891,0.484
3.892,0.482
3.893,0.480
3.894,0.479
3.895,0.477
3.896,0.476
3.897,0.474
3.898,0.472
3.899,0.471
3.900,0.469
3.901,0.467
3.902,0.466
3.903,0.464
3.904,0.463
3.905,0.461
3.906,0.459
3.907,0.458
3.908,0.456
3.909,0.455
3.910,0.453
3.911,0.451
3.912,0.450
3.913,0.448
3.914,0.447
3.915,0.445
3.916,0.443
3.917,0.442
3.918,0.440
3.919,0.439
3.920,0.437
3.921,0.435
3.922,0.434
3.923,0.432
3.924,0.431
3.925,0.429
3.926,0.427
3.927,0.426
3.928,0.424
3.929,0.423
3.930,0.421
3.931,0.419
3.932,0.418
3.933,0.416
3.934,0.415
3.935,0.413
3.936,0.411
3.937,0.410
3.938,0.408
3.939,0.407
3.940,0.405
3.941,0.404
3.942,0.402
3.943,0.400
3.944,0.399
3.945,0.397
3.946,0.396
3.947,0.394
3.948,0.392
3.949,0.391
3.950,0.389
3.951,0.388
3.952,0.386
3.953,0.384
3.954,0.383
3.955,0.381
3.956,0.380
3.957,0.378
3.958,0.377
3.959,0.375
3.960,0.373
3.961,0.372
3.962,0.370
3.963,0.369
3.964,0.367
3.965,0.366
3.966,0.364
3.967,0.362
3.968,0.361
3.969,0.359
3.970,0.358
3.971,0.356
3.972,0.354
3.973,0.353
3.974,0.351
3.975,0.350
3.976,0.348
3.977,0.347
3.978,0.345
3.979,0.343
3.980,0.342
3.981,0.340
3.982,0.339
3.983,0.337
3.984,0.336
3.985,0.334
3.986,0.333
3.987,0.331
3.988,0.329
3.989,0.328
3.990,0.326
3.991,0.325
3.992,0.323
3.993,0.322
3.994,0.320
3.995,0.318
3.996,0.317
3.997,0.315
3.998,0.314
3.999,0.312
4.000,0.311
